"StartDate","EndDate","Progress","Duration (in seconds)","Finished","RecordedDate","UserLanguage","Q1...18","Q2_Version","ac1","ac1_DO","ac2","Q56","gender","gender_4_TEXT","ideology","pid_1","pid_1_DO","pid_dem","pid_rep","pid_indep","educ","race","hispanic","birthyear","religion","religiosity","income","media_diet_1","media_diet_2","media_diet_3","media_diet_4","media_diet_5","media_diet_6","media_diet_7","media_diet_8","media_diet_9","media_diet_10","media_diet_11","media_diet_12","media_diet_13","media_diet_14","media_diet_15","homeowner","home_purchase","Q109","Q110_1","Q110_2","Q110_3","Q110_4","Q110_5","Q110_DO","Q111_First Click","Q111_Last Click","Q111_Page Submit","Q111_Click Count","Q69_First Click","Q69_Last Click","Q69_Page Submit","Q69_Click Count","Q72_First Click","Q72_Last Click","Q72_Page Submit","Q72_Click Count","Q73","Q74_1","Q74_2","Q74_3","Q74_4","Q74_5","Q74_DO","Q75_First Click","Q75_Last Click","Q75_Page Submit","Q75_Click Count","Q123_First Click","Q123_Last Click","Q123_Page Submit","Q123_Click Count","Q127","Q128_1","Q128_2","Q128_3","Q128_4","Q128_5","Q128_DO","Q129_First Click","Q129_Last Click","Q129_Page Submit","Q129_Click Count","Q91","Q92_1","Q92_2","Q92_3","Q92_4","Q92_5","Q92_DO","Q93_First Click","Q93_Last Click","Q93_Page Submit","Q93_Click Count","Q3_First Click","Q3_Last Click","Q3_Page Submit","Q3_Click Count","Q56_First Click","Q56_Last Click","Q56_Page Submit","Q56_Click Count","Q1_125","Q1_1","Q1_2","Q1_3","Q1_4","Q1_5","Q1_DO","Q57_First Click","Q57_Last Click","Q57_Page Submit","Q57_Click Count","Q132_First Click","Q132_Last Click","Q132_Page Submit","Q132_Click Count","Q136","Q137_1","Q137_2","Q137_3","Q137_4","Q137_5","Q137_DO","Q138_First Click","Q138_Last Click","Q138_Page Submit","Q138_Click Count","Q1...151","Q2_1","Q2_2","Q2_3","Q2_4","shapiro_fc","shapiro_c","shapiro_misinfo","gruber_fc","gruber_c","gruber_misinfo","FL_80_DO","abortion_attitudes_DO"
"2024-06-27 10:15:31","2024-06-27 10:23:31","100","479","True","2024-06-27 10:23:31","EN","Yes","17.5","Watched television","Talked on the telephone|Starred in a movie|None of these|Climbed Mt. Everest|Watched television|Went bungee-jumping","Extremely interested,Very interested","2012","Man",NA,"Somewhat liberal","Democrat","Democrat|Republican|Independent|Other","Strong Democrat",NA,NA,"Bachelor's degree","White","No","1983","Nothing in particular","Seldom","$40,000 to less than $50,000","Several times","Several times","Never","Several times","Never","Never","Every day","Never","Never","Never","Never","Never","Never","Never","Never","Rented","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.861","65.276","67.9","3","Not at all accurate","0","75","45","87","95","Planned Parenthood|iPhone|PolitiFact|Ben Shapiro|McDonald's","8.54","54.483","55.221","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,NA,"1",NA,NA,NA,"FL_111","Q1|Q2"
"2024-06-27 10:10:22","2024-06-27 10:23:42","100","799","True","2024-06-27 10:23:42","EN","Yes","126.0.0.0","Watched television","Climbed Mt. Everest|Watched television|Talked on the telephone|None of these|Starred in a movie|Went bungee-jumping","Extremely interested,Very interested","2018","Woman",NA,"Slightly conservative","Independent","Democrat|Republican|Independent|Other",NA,NA,"Closer to the Republican Party","High school diploma or the equivalent (GED)","White","No","1975","Roman Catholic","Never","$80,000 to less than $90,000","Several times","Never","Never","Several times","Several times","Never","Never","Several times","Several times","Never","Every day","Never","Never","Once","Never","Owned by you or someone in your household","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","160.819","0","0","0","121.038","0","Somewhat accurate","55","39","47","51","84","iPhone|Seth Gruber|PolitiFact|Planned Parenthood|McDonald's","7.734","20.806","22.558","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,NA,NA,"1",NA,NA,"FL_88","Q2|Q1"
"2024-06-27 10:12:48","2024-06-27 10:23:50","100","661","True","2024-06-27 10:23:51","EN","Yes","126.0.0.0","Watched television,Talked on the telephone","Starred in a movie|Climbed Mt. Everest|None of these|Watched television|Went bungee-jumping|Talked on the telephone","Extremely interested,Very interested","2014","Woman",NA,"Moderate; middle of the road","Democrat","Republican|Democrat|Independent|Other","Not very strong Democrat",NA,NA,"Bachelor's degree","Asian/Pacific Islander","No","1998","Agnostic","Never","$70,000 to less than $80,000","Several times","Several times","Once","Once","Several times","Several times","Once","Once","Once","Several times","Several times","Several times","Several times","Several times","Several times","Rented","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","17.874","0","Not very accurate","64","97","96","42","92","Planned Parenthood|McDonald's|iPhone|Ben Shapiro|PolitiFact","1.171","10.914","11.492","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,NA,"1",NA,NA,NA,"FL_111","Q1|Q2"
"2024-06-27 10:08:42","2024-06-27 10:24:01","100","918","True","2024-06-27 10:24:01","EN","Yes","125.0.0.0","Watched television,Talked on the telephone","Watched television|Starred in a movie|Talked on the telephone|None of these|Went bungee-jumping|Climbed Mt. Everest","Extremely interested,Very interested","1986","Woman",NA,"Very liberal","Democrat","Republican|Democrat|Independent|Other","Strong Democrat",NA,NA,"Associate's degree","Black or African American","No","1986","Protestant","A few times a year","$60,000 to less than $70,000","Every day","Several times","Every day","Every day","Several times","Several times","Several times","Several times","Never","Several times","Every day","Never","Once","Every day","Several times","Owned by you or someone in your household","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","179.299","0","0","0","505.961","0","Not very accurate","40","82","61","40","100","McDonald's|Seth Gruber|iPhone|PolitiFact|Planned Parenthood","4.58","20.102","21.33","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should face penalties","Should not face penalties","Should not face penalties",NA,NA,NA,"1",NA,NA,"FL_88","Q1|Q2"
"2024-06-27 10:09:01","2024-06-27 10:24:02","100","900","True","2024-06-27 10:24:02","EN","Yes","123.0.0.0","Watched television,Talked on the telephone","Went bungee-jumping|Watched television|Talked on the telephone|Climbed Mt. Everest|None of these|Starred in a movie","Extremely interested,Very interested","2023","Woman",NA,"Moderate; middle of the road","Independent","Democrat|Republican|Independent|Other",NA,NA,"Neither","Associate's degree","White","No","1976","Something else","Never","$90,000 to less than $100,000","Once","Once","Every day","Once","Once","Never","Never","Never","Never","Never","Never","Never","Never","Once","Never","Rented","2023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate","17","18","50","11","50","iPhone|Seth Gruber|McDonald's|Planned Parenthood|PolitiFact","8.683","21.453","24.843","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"By law, abortion should never be permitted.","Should not face penalties","Should face penalties","Should face penalties","Should face penalties",NA,NA,NA,NA,"1",NA,"FL_89","Q1|Q2"
"2024-06-27 10:12:21","2024-06-27 10:24:08","100","707","True","2024-06-27 10:24:09","EN","Yes","126.0.0.0","Watched television,Talked on the telephone","Watched television|Talked on the telephone|Climbed Mt. Everest|Went bungee-jumping|Starred in a movie|None of these","Extremely interested,Very interested","2019","Woman",NA,"Somewhat liberal","Independent","Republican|Democrat|Independent|Other",NA,NA,"Closer to the Democratic Party","Bachelor's degree","White,Asian/Pacific Islander,Multi-racial","No","1960","Atheist","Never","$30,000 to less than $40,000","Several times","Several times","Several times","Never","Never","Never","Never","Never","Several times","Several times","Several times","Several times","Several times","Several times","Several times","Rented",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate","50","100","26","50","59","iPhone|McDonald's|Seth Gruber|PolitiFact|Planned Parenthood","3.226","60.977","61.979","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The law should permit abortion for reasons other than rape, incest, or danger to the woman's life, but only after the need has been clearly established.","Should face penalties","Should face penalties","Should face penalties","Should face penalties",NA,NA,NA,NA,"1",NA,"FL_89","Q2|Q1"
"2024-06-27 10:22:16","2024-06-27 10:24:17","100","120","True","2024-06-27 10:24:17","EN","Yes","126.0.0.0","Watched television,Talked on the telephone","Starred in a movie|Went bungee-jumping|Watched television|None of these|Talked on the telephone|Climbed Mt. Everest","Extremely interested,Very interested","2016","Woman",NA,"Moderate; middle of the road","Independent","Republican|Democrat|Independent|Other",NA,NA,"Neither","Master's degree","White","No","1991","Protestant","Once a week","$80,000 to less than $90,000","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Once","Never","Never","Never","Never","Owned by you or someone in your household","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very accurate","43","24","15","0","0","iPhone|Seth Gruber|Planned Parenthood|McDonald's|PolitiFact","0.609","13.241","14.144","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"By law, abortion should never be permitted.","Should face penalties","Should face penalties","Should face penalties","Should face penalties",NA,NA,NA,NA,"1",NA,"FL_89","Q1|Q2"
"2024-06-27 10:24:06","2024-06-27 10:24:25","100","18","True","2024-06-27 10:24:25","EN","Yes","125.0.0.0","Watched television,Starred in a movie,Talked on the telephone","Watched television|Talked on the telephone|None of these|Starred in a movie|Went bungee-jumping|Climbed Mt. Everest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"FL_85",NA
"2024-06-27 10:16:35","2024-06-27 10:24:28","100","473","True","2024-06-27 10:24:28","EN","Yes","126.0.0.0","Watched television","Went bungee-jumping|Watched television|Talked on the telephone|Starred in a movie|Climbed Mt. Everest|None of these","Extremely interested,Very interested","1985","Woman",NA,"Somewhat conservative","Republican","Democrat|Republican|Independent|Other",NA,"Not very strong Republican",NA,"Associate's degree","White","No","1983","Protestant","Seldom","$60,000 to less than $70,000","Several times","Never","Every day","Every day","Every day","Never","Never","Never","Never","Once","Never","Never","Never","Several times","Never","Owned by you or someone in your household","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","114.362","0","0","0","146.088","0","Not at all accurate","50","80","50","50","80","Ben Shapiro|McDonald's|PolitiFact|Planned Parenthood|iPhone","7.815","24.969","25.932","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The law should permit abortion only in case of rape, incest or when the woman's life is in danger.","Should face penalties","Should face penalties","Should face penalties","Should face penalties","1",NA,NA,NA,NA,NA,"FL_83","Q1|Q2"
"2024-06-27 10:13:36","2024-06-27 10:24:41","100","664","True","2024-06-27 10:24:42","EN","Yes","126.0.0.0","None of these","Watched television|Climbed Mt. Everest|Starred in a movie|None of these|Talked on the telephone|Went bungee-jumping","Extremely interested,Very interested","2017","Man",NA,"Somewhat liberal","Democrat","Republican|Democrat|Independent|Other","Strong Democrat",NA,NA,"Bachelor's degree","Asian/Pacific Islander","No","1993","Agnostic","Never","$60,000 to less than $70,000","Several times","Never","Every day","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Rented","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"115.33","115.33","129.453","1","Not at all accurate",NA,"77","66","94","86","Planned Parenthood|iPhone|Seth Gruber|McDonald's|PolitiFact","4.231","32.334","32.335","9","By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,NA,NA,NA,NA,"1","FL_112","Q1|Q2"
"2024-06-27 10:16:16","2024-06-27 10:24:51","100","515","True","2024-06-27 10:24:52","EN","Yes","126.0.0.0","Watched television,Talked on the telephone","Talked on the telephone|Starred in a movie|Went bungee-jumping|None of these|Climbed Mt. Everest|Watched television","Extremely interested,Very interested","1972","Woman",NA,"Very conservative","Republican","Democrat|Republican|Independent|Other",NA,"Not very strong Republican",NA,"Master's degree","White","No","1972","Protestant","Seldom","$100,000 to less than $200,000","Once","Never","Once","Never","Once","Once","Several times","Never","Never","Never","Never","Never","Never","Once","Never","Owned by you or someone in your household","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.679","3.679","92.844","1","13.289","13.289","113.823","1","Not at all accurate","50","86","82","50","50","Planned Parenthood|Ben Shapiro|McDonald's|iPhone|PolitiFact","8.837","22.352","24.546","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The law should permit abortion for reasons other than rape, incest, or danger to the woman's life, but only after the need has been clearly established.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties","1",NA,NA,NA,NA,NA,"FL_83","Q1|Q2"
"2024-06-27 10:21:41","2024-06-27 10:24:53","100","192","True","2024-06-27 10:24:53","EN","Yes","17.3.1","Watched television,Talked on the telephone","Went bungee-jumping|None of these|Starred in a movie|Climbed Mt. Everest|Talked on the telephone|Watched television","Extremely interested,Very interested","2011","Woman",NA,"Somewhat liberal","Democrat","Republican|Democrat|Independent|Other","Not very strong Democrat",NA,NA,"Bachelor's degree","White","Yes","1999","Roman Catholic","Once or twice a month","$80,000 to less than $90,000","Once","Once","Never","Once","Several times","Several times","Several times","Several times","Once","Once","Once","Once","Once","Several times","Once","Owned by you or someone in your household","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","21.831","0","Not at all accurate","50","50","50","50","100","Planned Parenthood|McDonald's|iPhone|PolitiFact|Seth Gruber","3.94","11.506","12.763","5","By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,NA,NA,NA,NA,"1","FL_112","Q1|Q2"
"2024-06-27 10:08:04","2024-06-27 10:24:55","100","1010","True","2024-06-27 10:24:55","EN","Yes","126.0.0.0","Watched television,Talked on the telephone","Climbed Mt. Everest|None of these|Went bungee-jumping|Talked on the telephone|Watched television|Starred in a movie","Extremely interested,Very interested","1995","Man",NA,"Somewhat conservative","Independent","Republican|Democrat|Independent|Other",NA,NA,"Closer to the Republican Party","Bachelor's degree","Black or African American","No","1990","Protestant","Once a week","$50,000 to less than $60,000","Never","Never","Once","Once","Never","Never","Several times","Never","Never","Never","Never","Never","Never","Once","Several times","Owned by you or someone in your household","1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51.5","57.313","58.558","2","0","0","163.614","0","Not very accurate","19","9","22","28","0","PolitiFact|McDonald's|iPhone|Ben Shapiro|Planned Parenthood","7.936","32.071","33.551","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"By law, abortion should never be permitted.","Should face penalties","Should face penalties","Should face penalties","Should face penalties","1",NA,NA,NA,NA,NA,"FL_83","Q2|Q1"
"2024-06-27 10:13:27","2024-06-27 10:25:02","100","695","True","2024-06-27 10:25:03","EN","Yes","126.0.0.0","Watched television,Talked on the telephone","Watched television|Starred in a movie|Talked on the telephone|None of these|Climbed Mt. Everest|Went bungee-jumping","Extremely interested,Very interested","2008","Woman",NA,"Somewhat liberal","Democrat","Democrat|Republican|Independent|Other","Strong Democrat",NA,NA,"Associate's degree","White","Yes","1978","Roman Catholic","Once a week","$40,000 to less than $50,000","Once","Several times","Several times","Every day","Every day","Every day","Every day","Several times","Never","Never","Several times","Never","Several times","Several times","Several times","Owned by you or someone in your household","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","218.616","0","26.102","35.006","162.901","3","Not at all accurate","78","100","100","80","84","Seth Gruber|iPhone|Planned Parenthood|McDonald's|PolitiFact","8.561","18.473","20.77","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The law should permit abortion only in case of rape, incest or when the woman's life is in danger.","Should not face penalties","Should face penalties","Should not face penalties","Should face penalties",NA,NA,NA,"1",NA,NA,"FL_88","Q1|Q2"
"2024-06-27 10:22:39","2024-06-27 10:25:22","100","162","True","2024-06-27 10:25:22","EN","Yes","126.0.0.0","Watched television,Talked on the telephone","Talked on the telephone|Starred in a movie|Watched television|Went bungee-jumping|Climbed Mt. Everest|None of these","Extremely interested,Very interested","1980","Woman",NA,"Very conservative","Republican","Republican|Democrat|Independent|Other",NA,"Strong Republican",NA,"Some college","White","No","1980","Nothing in particular","Never","$200,000 to less than $250,000","Never","Never","Never","Never","Once","Once","Never","Never","Never","Never","Never","Never","Never","Several times","Never","Owned by you or someone in your household","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","24.007","0","0","0","22.231","0","Not at all accurate","40","58","0","43","39","Seth Gruber|PolitiFact|McDonald's|iPhone|Planned Parenthood","2.124","13.285","14.713","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The law should permit abortion for reasons other than rape, incest, or danger to the woman's life, but only after the need has been clearly established.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,NA,NA,"1",NA,NA,"FL_88","Q1|Q2"
"2024-06-27 10:22:10","2024-06-27 10:25:23","100","193","True","2024-06-27 10:25:24","EN","Yes","126.0.0.0","Watched television,Talked on the telephone","Climbed Mt. Everest|Talked on the telephone|Went bungee-jumping|None of these|Watched television|Starred in a movie","Extremely interested,Very interested","2006","Man",NA,"Slightly liberal","Independent","Democrat|Republican|Independent|Other",NA,NA,"Closer to the Democratic Party","Some college","White","No","1990","Nothing in particular","Seldom","$70,000 to less than $80,000","Once","Never","Several times","Once","Once","Never","Never","Never","Never","Never","Never","Never","Several times","Once","Never","Owned by you or someone in your household","2020","Not at all accurate","6","50","30","50","75","McDonald's|Ben Shapiro|iPhone|PolitiFact|Planned Parenthood","4.863","16.092","17.146","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The law should permit abortion for reasons other than rape, incest, or danger to the woman's life, but only after the need has been clearly established.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,"1",NA,NA,NA,NA,"FL_85","Q1|Q2"
"2024-06-27 10:22:30","2024-06-27 10:25:24","100","173","True","2024-06-27 10:25:24","EN","Yes","126.0.0.0","Watched television,Talked on the telephone","Starred in a movie|Went bungee-jumping|Climbed Mt. Everest|None of these|Talked on the telephone|Watched television","Extremely interested,Very interested","1989","Woman",NA,"Moderate; middle of the road","Democrat","Democrat|Republican|Independent|Other","Not very strong Democrat",NA,NA,"High school diploma or the equivalent (GED)","White","Yes","1989","Roman Catholic","Seldom","$30,000 to less than $40,000","Never","Never","Never","Several times","Several times","Never","Never","Never","Never","Never","Never","Never","Never","Several times","Never","Occupied without payment of rent","1989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not very accurate","50","97","73","50","50","Seth Gruber|McDonald's|Planned Parenthood|PolitiFact|iPhone","3.335","11.974","12.804","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The law should permit abortion only in case of rape, incest or when the woman's life is in danger.","Should face penalties","Should face penalties","Should face penalties","Should face penalties",NA,NA,NA,NA,"1",NA,"FL_89","Q2|Q1"
"2024-06-27 10:22:19","2024-06-27 10:25:42","100","202","True","2024-06-27 10:25:43","EN","Yes","126.0.0.0","Watched television,Talked on the telephone","Starred in a movie|Watched television|Climbed Mt. Everest|Talked on the telephone|None of these|Went bungee-jumping","Extremely interested,Very interested","2013","Woman",NA,"Somewhat conservative","Republican","Republican|Democrat|Independent|Other",NA,"Strong Republican",NA,"Some college","White","No","1991","Something else","Seldom","$30,000 to less than $40,000","Several times","Never","Several times","Every day","Every day","Several times","Once","Every day","Several times","Once","Once","Never","Never","Every day","Once","Rented","2021","Not at all accurate","0","20","50","5","86","McDonald's|Planned Parenthood|iPhone|PolitiFact|Ben Shapiro","1.93","30.46","31.194","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The law should permit abortion for reasons other than rape, incest, or danger to the woman's life, but only after the need has been clearly established.","Should face penalties","Should face penalties","Should not face penalties","Should face penalties",NA,"1",NA,NA,NA,NA,"FL_85","Q2|Q1"
