"StartDate_w1","EndDate_w1","Progress_w1","Duration (in seconds)_w1","Finished_w1","RecordedDate_w1","UserLanguage_w1","gender_w1","gender_4_TEXT_w1","ideology_w1","pid_1_w1","pid_dem_w1","pid_rep_w1","pid_indep_w1","educ_w1","race_w1","hispanic_w1","birthyear_w1","Q27_w1","religion_w1","religiosity_w1","Q43_w1","income_w1","media_diet_1_w1","media_diet_2_w1","media_diet_3_w1","media_diet_4_w1","media_diet_5_w1","media_diet_6_w1","media_diet_7_w1","media_diet_8_w1","media_diet_9_w1","media_diet_10_w1","media_diet_11_w1","media_diet_12_w1","media_diet_13_w1","media_diet_14_w1","media_diet_15_w1","fc_1_belief_w1","Q43_1_w1","fc_2_belief_w1","fc_2_certainty_1_w1","fc_3_belief_w1","fc_3_certainty_1_w1","abortion_laws_w1","abortion_penalties_1_w1","abortion_penalties_2_w1","abortion_penalties_3_w1","abortion_penalties_4_w1","thermometer_1_w1","thermometer_2_w1","thermometer_3_w1","thermometer_5_w1","thermometer_6_w1","thermometer_7_w1","voting_w1","Q35_w1","Q46_w1","Q28_w1","Q29_w1","Q30_w1","Q31_w1","StartDate_w2","EndDate_w2","Progress_w2","Duration (in seconds)_w2","Finished_w2","RecordedDate_w2","UserLanguage_w2","Q3_First Click...23_w2","Q3_Last Click...24_w2","Q3_Page Submit...25_w2","Q3_Click Count...26_w2","Q6_First Click...27_w2","Q6_Last Click...28_w2","Q6_Page Submit...29_w2","Q6_Click Count...30_w2","Q1...31_w2","Q1_1...32_w2","Q1_2...33_w2","Q1_3...34_w2","Q1_4...35_w2","Q1_5...36_w2","Q2_First Click...37_w2","Q2_Last Click...38_w2","Q2_Page Submit...39_w2","Q2_Click Count...40_w2","Q3_First Click...41_w2","Q3_Last Click...42_w2","Q3_Page Submit...43_w2","Q3_Click Count...44_w2","Q3_First Click...45_w2","Q3_Last Click...46_w2","Q3_Page Submit...47_w2","Q3_Click Count...48_w2","Q6_First Click...49_w2","Q6_Last Click...50_w2","Q6_Page Submit...51_w2","Q6_Click Count...52_w2","Q1...53_w2","Q1_1...54_w2","Q1_2...55_w2","Q1_3...56_w2","Q1_4...57_w2","Q1_5...58_w2","Q2_First Click...59_w2","Q2_Last Click...60_w2","Q2_Page Submit...61_w2","Q2_Click Count...62_w2","Q3_First Click...63_w2","Q3_Last Click...64_w2","Q3_Page Submit...65_w2","Q3_Click Count...66_w2","Q3_First Click...67_w2","Q3_Last Click...68_w2","Q3_Page Submit...69_w2","Q3_Click Count...70_w2","Q6_First Click...71_w2","Q6_Last Click...72_w2","Q6_Page Submit...73_w2","Q6_Click Count...74_w2","Q1...75_w2","Q1_1...76_w2","Q1_2...77_w2","Q1_3...78_w2","Q1_4...79_w2","Q1_5...80_w2","Q1_6_w2","Q2_First Click...82_w2","Q2_Last Click...83_w2","Q2_Page Submit...84_w2","Q2_Click Count...85_w2","Q3_First Click...86_w2","Q3_Last Click...87_w2","Q3_Page Submit...88_w2","Q3_Click Count...89_w2","Q1...90_w2","Q2_1_w2","Q2_2_w2","Q2_3_w2","Q2_4_w2","fc1_w2","fc2_w2","fc3_w2"
"2024-01-31 13:40:22","2024-01-31 13:45:37","100","315","True","2024-01-31 13:45:38","EN","Woman",NA,"Slightly conservative","Independent",NA,NA,"Closer to the Republican Party","Some college","Black or African American","Yes","1983","A moderate amount","Roman Catholic","Seldom","No","$90,000 to less than $100,000","Several times","Never","Several times","Several times","Never","Once","Never","Never","Never","Never","Never","Never","Never","Once","Never","Somewhat accurate","31","Not very accurate","65","Not at all accurate","100","The law should permit abortion only in case of rape, incest or when the woman's life is in danger.","Should not face penalties","Should face penalties","Should not face penalties","Should not face penalties","50","50","59","50","50","42","I would be willing to wait in line up to 15 minutes to vote","Slightly important","40",NA,NA,"It is a fact that the Holocaust happened","Extremely","2024-02-22 09:18:09","2024-02-22 09:20:13","100","123","True","2024-02-22 09:20:14","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15.378","21.076","30.465","3","8.162","12.886","13.502","9","Somewhat accurate","50","38","50","50","39","2.1","19.681","20.184","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The law should permit abortion only in case of rape, incest or when the woman's life is in danger.","Should face penalties","Should face penalties","Should not face penalties","Should not face penalties",NA,"fc",NA
"2024-01-31 13:35:12","2024-01-31 13:37:21","100","128","True","2024-01-31 13:37:22","EN","Man",NA,"Very liberal","Independent",NA,NA,"Closer to the Democratic Party","Associate's degree","Black or African American","No","1996","A moderate amount","Agnostic","Never","No","$40,000 to less than $50,000","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Once","Several times","Not very accurate","50","Not very accurate","50","Not at all accurate","96","By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties","0","0","0","0","0","8","Not applicable: I would not vote, no matter how long or short the line was","Not at all important","27",NA,NA,"It is a fact that the Holocaust happened","Extremely","2024-02-22 08:08:43","2024-02-22 08:11:22","100","158","True","2024-02-22 08:11:22","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat accurate","0","50","0","0","57","2.409","15.258","17.412","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The law should permit abortion for reasons other than rape, incest, or danger to the woman's life, but only after the need has been clearly established.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,"c",NA
"2024-01-31 13:38:22","2024-01-31 13:43:09","100","286","True","2024-01-31 13:43:10","EN","Man",NA,"Moderate; middle of the road","Independent",NA,NA,"Closer to the Democratic Party","Master's degree","Asian/Pacific Islander","No","2000","A moderate amount","Agnostic","Seldom","No","$70,000 to less than $80,000","Once","Never","Never","Never","Never","Several times","Never","Several times","Never","Never","Never","Never","Never","Never","Once","Not at all accurate","50","Somewhat accurate","50","Not at all accurate","100","The law should permit abortion for reasons other than rape, incest, or danger to the woman's life, but only after the need has been clearly established.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties","50","50","50","50","50","75","I would be willing to wait in line up to 15 minutes to vote","Very important","23",NA,NA,"It is a fact that the Holocaust happened","Extremely","2024-02-23 06:45:14","2024-02-23 06:48:07","100","173","True","2024-02-23 06:48:08","EN",NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat accurate","50","75","50","50","50","1.955","11.606","12.752","5","0","0","72.997","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The law should permit abortion for reasons other than rape, incest, or danger to the woman's life, but only after the need has been clearly established.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties","mis",NA,NA
"2024-01-31 14:18:37","2024-01-31 14:28:58","100","621","True","2024-01-31 14:28:59","EN","Woman",NA,"Very liberal","Democrat","Strong Democrat",NA,NA,"Bachelor's degree","White","No","1988","A lot","Atheist","Never","No","$50,000 to less than $60,000","Never","Several times","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Several times","Not at all accurate","100","Not at all accurate","90","Not at all accurate","86","By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties","50","50","0","0","76","100","I  would be willing to wait in line for as long as it takes to vote","Very important","35",NA,NA,"It is a fact that the Holocaust happened","Extremely","2024-02-22 08:06:15","2024-02-22 08:08:09","100","113","True","2024-02-22 08:08:10","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","13.531","0","0","0","10.139","0","Not at all accurate","2","0","50","50","50","100","2.28","9.558","10.724","7",NA,NA,NA,NA,"By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,NA,"fc"
"2024-01-31 13:38:39","2024-01-31 13:43:47","100","308","True","2024-01-31 13:43:48","EN","Woman",NA,"Slightly liberal","Independent",NA,NA,"Closer to the Democratic Party","Master's degree","White","Yes","1985","A little","Agnostic","Seldom","No","$100,000 to less than $200,000","Never","Never","Several times","Never","Every day","Never","Never","Never","Never","Never","Never","Never","Every day","Never","Never","Not very accurate","30","Not at all accurate","100","Not at all accurate","100","By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,NA,NA,NA,NA,"100","I would be willing to wait in line up to an hour to vote","Very important","38","It is a fact that millions of Jewish civilians were killed in World War II","Extremely",NA,NA,"2024-02-23 06:48:59","2024-02-23 06:52:35","100","215","True","2024-02-23 06:52:35","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate","50","100","70","50","100","15.039","29.315","30.95","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,"c",NA
"2024-01-31 14:12:35","2024-01-31 14:18:17","100","342","True","2024-01-31 14:18:17","EN","Woman",NA,"Somewhat liberal","Democrat","Strong Democrat",NA,NA,"Master's degree","White","No","1974","A little","Nothing in particular","Seldom","No","$100,000 to less than $200,000","Every day","Never","Once","Every day","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Somewhat accurate","71","Not at all accurate","70","Not at all accurate","94","By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should face penalties","Should face penalties","Should not face penalties","Should not face penalties","19","50","8","50","90","100","I  would be willing to wait in line for as long as it takes to vote","Extremely important","49",NA,NA,"It is a fact that the Holocaust happened","Extremely","2024-02-22 12:08:32","2024-02-22 12:13:32","100","300","True","2024-02-22 12:13:33","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","88.252","0","0","0","85.838","0","Somewhat accurate","70","80","29",NA,"80","13.244","33.989","33.992","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,"fc",NA
"2024-01-31 14:05:08","2024-01-31 14:09:57","100","289","True","2024-01-31 14:09:58","EN","Man",NA,"Slightly conservative","Independent",NA,NA,"Closer to the Republican Party","Some college","White","No","2003","A moderate amount","Roman Catholic","A few times a year","No","$50,000 to less than $60,000","Never","Never","Several times","Once","Never","Several times","Several times","Never","Never","Never","Never","Never","Never","Once","Once","Somewhat accurate","45","Not very accurate","72","Very accurate","93","By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should face penalties","Should face penalties","Should not face penalties","Should not face penalties","50","50","44","50","58","34","I would be willing to wait in line up to an hour to vote","Very important","20","It is a fact that millions of Jewish civilians were killed in World War II","Extremely",NA,NA,"2024-02-22 08:45:24","2024-02-22 08:50:20","100","296","True","2024-02-22 08:50:21","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very accurate","37","44","69","53","50","10","6.422","17.455","18.273","8","29.082","29.082","29.609","1","By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,NA,"mis"
"2024-01-31 13:41:31","2024-01-31 13:45:01","100","209","True","2024-01-31 13:45:02","EN","Woman",NA,"Very liberal","Democrat","Strong Democrat",NA,NA,"Bachelor's degree","White","No","1984","A moderate amount","Nothing in particular","Never","No","$40,000 to less than $50,000","Never","Never","Several times","Never","Never","Never","Every day","Every day","Never","Never","Never","Never","Never","Several times","Never","Not at all accurate","100","Not at all accurate","100","Not at all accurate","100","By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties","0",NA,"0","80","100","100","I  would be willing to wait in line for as long as it takes to vote","Extremely important","39","It is a fact that millions of Jewish civilians were killed in World War II","Extremely",NA,NA,"2024-02-22 11:10:20","2024-02-22 11:12:34","100","134","True","2024-02-22 11:12:35","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27.258","27.65","27.962","2","0","0","32.516","0","Not at all accurate","0","70","50","0","70","100","2.502","33.274","33.67","9",NA,NA,NA,NA,"By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,NA,"fc"
"2024-01-31 13:37:48","2024-01-31 13:45:42","100","473","True","2024-01-31 13:45:43","EN","Woman",NA,"Moderate; middle of the road","Republican",NA,"Not very strong Republican",NA,"Bachelor's degree","White","No","1991","A moderate amount","Orthodox, such as Greek or Russian Orthodox","A few times a year","No","$100,000 to less than $200,000","Several times","Several times","Several times","Once","Once","Several times","Several times","Once","Once","Several times","Several times","Once","Once","Several times","Several times","Somewhat accurate","50","Not very accurate","52","Not very accurate","50","The law should permit abortion for reasons other than rape, incest, or danger to the woman's life, but only after the need has been clearly established.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties","59","61","35","60","63",NA,"I would be willing to wait in line up to an hour to vote","Moderately important","32","It is a fact that millions of Jewish civilians were killed in World War II","Very",NA,NA,"2024-02-22 08:17:36","2024-02-22 08:19:03","100","87","True","2024-02-22 08:19:04","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.638","1.045","9.552","2","0.984","4.713","21.137","3","Somewhat accurate","29","50","50","50","50","0.901","6.229","6.772","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The law should permit abortion for reasons other than rape, incest, or danger to the woman's life, but only after the need has been clearly established.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,"fc",NA
"2024-01-31 13:37:52","2024-01-31 13:40:25","100","153","True","2024-01-31 13:40:25","EN","Man",NA,"Slightly liberal","Democrat","Not very strong Democrat",NA,NA,"Master's degree","Asian/Pacific Islander","No","1992","A moderate amount","Agnostic","Never","No","$100,000 to less than $200,000","Once","Once","Every day","Several times","Every day","Every day","Several times","Once","Once","Never","Once","Never","Once","Every day","Every day","Not very accurate","36","Not very accurate","35","Somewhat accurate","67","By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should face penalties","67","27","70","24","0","100","I would be willing to wait in line up to 15 minutes to vote","Moderately important","31",NA,NA,"It is a fact that the Holocaust happened","Very","2024-02-22 09:10:08","2024-02-22 09:16:49","100","401","True","2024-02-22 09:16:50","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","55.945","0","153.509","200.36","204.046","8","Very accurate","62","31","92","56","67","95","3.628","12.885","14.032","7",NA,NA,NA,NA,"The law should permit abortion for reasons other than rape, incest, or danger to the woman's life, but only after the need has been clearly established.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,NA,"fc"
"2024-01-31 14:07:31","2024-01-31 14:11:26","100","234","True","2024-01-31 14:11:26","EN","Man",NA,"Slightly liberal","Democrat","Not very strong Democrat",NA,NA,"Bachelor's degree","White","No","2000","A lot","Atheist","Never","No","$100,000 to less than $200,000","Several times","Never","Several times","Several times","Several times","Several times","Several times","Never","Never","Never","Never","Once","Once","Once","Once","Not very accurate","77","Not very accurate","90","Not at all accurate","100","By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,NA,NA,NA,"73","78","I would be willing to wait in line up to an hour to vote","Very important","23",NA,NA,"It is a fact that the Holocaust happened","Extremely","2024-02-22 08:47:36","2024-02-22 08:48:28","100","51","True","2024-02-22 08:48:29","EN",NA,NA,NA,NA,NA,NA,NA,NA,"Not very accurate","0","61","81","33","62","1.176","6.057","10.49","5","0","0","8.529","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties","mis",NA,NA
"2024-01-31 14:10:52","2024-01-31 14:17:42","100","410","True","2024-01-31 14:17:43","EN","Woman",NA,"Somewhat liberal","Democrat","Strong Democrat",NA,NA,"Professional or doctorate degree","White","No","1995","A moderate amount","Muslim","A few times a year","No","$60,000 to less than $70,000","Every day","Never","Several times","Several times","Several times","Every day","Never","Never","Never","Never","Never","Never","Never","Every day","Once","Not at all accurate","84","Not at all accurate","99","Not at all accurate","100","The law should permit abortion for reasons other than rape, incest, or danger to the woman's life, but only after the need has been clearly established.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties","51","51","52","55","72","90","I would be willing to wait in line up to 15 minutes to vote","Very important","28",NA,NA,"It is a fact that the Holocaust happened","Extremely","2024-02-22 10:24:11","2024-02-22 10:31:39","100","447","True","2024-02-22 10:31:39","EN",NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate","12","96","14","50","89","7.073","17.121","18.301","7","0","0","140.404","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties","mis",NA,NA
"2024-01-31 13:39:07","2024-01-31 13:45:06","100","359","True","2024-01-31 13:45:07","EN","Man",NA,"Somewhat liberal","Democrat","Not very strong Democrat",NA,NA,"Bachelor's degree","White","No","1984","A moderate amount","Agnostic","Never","No","$80,000 to less than $90,000","Several times","Never","Several times","Every day","Every day","Once","Never","Every day","Never","Never","Never","Never","Never","Several times","Several times","Not at all accurate","72","Not very accurate","56","Not at all accurate","90","By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties","28","26","35","26","62","79","I would be willing to wait in line up to 15 minutes to vote","Extremely important","39","It is a fact that millions of Jewish civilians were killed in World War II","Extremely",NA,NA,"2024-02-22 08:56:57","2024-02-22 09:00:01","100","183","True","2024-02-22 09:00:02","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","59.173","0","0","0","44.387","0","Not at all accurate","49","78","41","61","67","0","0","10.743","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,"fc",NA
"2024-01-31 14:29:51","2024-01-31 14:35:22","100","331","True","2024-01-31 14:35:23","EN","Man",NA,"Somewhat conservative","Republican",NA,"Not very strong Republican",NA,"Bachelor's degree","White","No","1966","A lot","Atheist","Never","No","Greater than $250,000","Several times","Every day","Several times","Several times","Never","Never","Never","Never","Never","Several times","Several times","Never","Never","Several times","Never","Not at all accurate","100","Not at all accurate","100","Not at all accurate","100","By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties","50","50","0","50","50","100","I  would be willing to wait in line for as long as it takes to vote","Extremely important","57","It is a fact that millions of Jewish civilians were killed in World War II","Extremely",NA,NA,"2024-02-22 08:34:59","2024-02-22 08:38:13","100","194","True","2024-02-22 08:38:14","EN",NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate","50","90","25","50","100","6.436","27.613","28.789","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties","c",NA,NA
"2024-01-31 13:50:05","2024-01-31 13:55:33","100","327","True","2024-01-31 13:55:34","EN","Woman",NA,"Somewhat conservative","Republican",NA,"Not very strong Republican",NA,"Associate's degree","White","No","1968","A little","Protestant","Seldom","No","$30,000 to less than $40,000","Several times","Never","Several times","Several times","Never","Never","Never","Never","Never","Never","Never","Never","Several times","Several times","Never","Somewhat accurate","50","Not at all accurate","70","Not at all accurate","50","The law should permit abortion for reasons other than rape, incest, or danger to the woman's life, but only after the need has been clearly established.","Should face penalties","Should face penalties","Should not face penalties","Should not face penalties","70","50","70","50","50","75","I would be willing to wait in line for 1-3 hours to vote","Extremely important","55","It is a fact that millions of Jewish civilians were killed in World War II","Extremely",NA,NA,"2024-02-22 09:38:18","2024-02-22 09:45:05","100","407","True","2024-02-22 09:45:06","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not very accurate","30","60","60","30","50","33.377","47.76","49.012","5","0","0","150.926","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The law should permit abortion for reasons other than rape, incest, or danger to the woman's life, but only after the need has been clearly established.","Should face penalties","Should face penalties","Should face penalties","Should face penalties",NA,"mis",NA
"2024-01-31 13:35:37","2024-01-31 13:42:06","100","388","True","2024-01-31 13:42:07","EN","Woman",NA,"Somewhat conservative","Independent",NA,NA,"Closer to the Republican Party","High school diploma or the equivalent (GED)","White","No","1981","A moderate amount","Protestant","Once a week","No","$60,000 to less than $70,000","Once","Never","Every day","Once","Every day","Once","Every day","Never","Several times","Several times","Several times","Several times","Never","Every day","Once","Not at all accurate","87","Not very accurate","76","Not at all accurate","100","The law should permit abortion only in case of rape, incest or when the woman's life is in danger.","Should face penalties","Should face penalties","Should face penalties","Should face penalties","86","71","75","5","18","7","I  would be willing to wait in line for as long as it takes to vote","Extremely important","42","It is a fact that millions of Jewish civilians were killed in World War II","Extremely",NA,NA,"2024-02-22 08:29:50","2024-02-22 08:34:28","100","277","True","2024-02-22 08:34:28","EN",NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat accurate","94","50","39","10","2","8.045","51.276","52.278","14","7.355","7.355","71.711","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The law should permit abortion only in case of rape, incest or when the woman's life is in danger.","Should face penalties","Should face penalties","Should not face penalties","Should face penalties","mis",NA,NA
"2024-01-31 13:34:43","2024-01-31 13:37:58","100","194","True","2024-01-31 13:37:58","EN","Woman",NA,"Moderate; middle of the road","Republican",NA,"Not very strong Republican",NA,"High school diploma or the equivalent (GED)","White","No","1973","A little","Nothing in particular","Never","No","$40,000 to less than $50,000","Never","Never","Never","Once","Once","Never","Never","Never","Never","Never","Never","Never","Never","Once","Never","Very accurate","100","Not at all accurate","100","Very accurate","100","By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties","50","50","50","50","50","50","I would be willing to wait in line up to 15 minutes to vote","Extremely important","50",NA,NA,"It is a fact that the Holocaust happened","Extremely","2024-02-22 08:38:50","2024-02-22 08:41:39","100","168","True","2024-02-22 08:41:40","EN","0","0","75.194","0","1.075","14.056","25.933","4","Very accurate","50","99","50","49","100","1.61","16.045","16.578","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties","fc",NA,NA
"2024-01-31 13:48:32","2024-01-31 13:54:20","100","348","True","2024-01-31 13:54:21","EN","Man",NA,"Very liberal","Democrat","Strong Democrat",NA,NA,"Professional or doctorate degree","White","No","1987","A moderate amount","Agnostic","Never","No","$100,000 to less than $200,000","Never","Every day","Every day","Never","Never","Never","Never","Never","Never","Never","Never","Never","Every day","Once","Once","Not at all accurate","54","Not at all accurate","77","Not at all accurate","89","By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,NA,NA,"89","97","95","I would be willing to wait in line for 1-3 hours to vote","Extremely important","36","It is a fact that millions of Jewish civilians were killed in World War II","Extremely",NA,NA,"2024-02-22 09:57:02","2024-02-22 09:58:45","100","102","True","2024-02-22 09:58:45","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat accurate","50","43","17","95","94","5.062","20.3","21.518","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,"c",NA
